Movie Name,Release Period,Whether Remake,Whether Franchise,Genre,New Actor,New Director,New Music Director,Lead Star,Director,Music Director,Number of Screens,Revenue(INR),Budget(INR)
Love Recipe,Normal,No,No,comedy,Yes,No,Yes,Suhail Karim,Amol Shetge,Sameer Phaterpekar,100,20000000,2200000
Kuch Kariye,Normal,No,No,drama,Yes,Yes,Yes,Sukhwinder Singh,Jagbir Dahiya,Onkar Shinde,40,32500000,675000
Khudi Ko Kar Buland Itna,Normal,No,No,drama,No,No,No,Sukhwinder Singh,Jagbir Dahiya,Onkar Shinde,20,10000000,300000
Devaki,Normal,No,No,drama,No,Yes,Yes,Suman Ranganathan,Bappaditya Bandopadhyay,Bikram Ghosh,15,12500000,350000
Maazii,Normal,No,No,thriller,Yes,Yes,Yes,Sumeet Nijhawan,Jaideep Chopra,Faizan Hussain,70,17500000,925000
Desi Kattey,Normal,No,No,action,No,No,No,Suneil Shetty,Anand Kumar,Kailash Kher,1150,120000000,25200000
Red Alert - The War Within,Normal,No,No,drama,No,No,No,Suneil Shetty,Anant Mahadevan,Lalit Pandit,400,100000000,19300000
One Two Three,Normal,No,No,comedy,No,Yes,No,Suneil Shetty,Ashwini Dhir,Raghav Sachar,575,140000000,273600000
Mr. White Mr. Black,Normal,No,No,comedy,No,No,No,Suneil Shetty,Deepak Shivdasani,Jatin - Lalit,450,110000000,38900000
Barood - The Fire A Love Story,Normal,No,No,action,No,Yes,Yes,Suneil Shetty,Jagdish C. Pandey,Bhoopi - Kanakraj,25,40000000,4000000
Daddy Cool - Join The Fun,Normal,No,No,comedy,No,No,No,Suneil Shetty,K. Murali Mohana Rao,Raghav Sachar,525,130000000,63730000
Padmashree Laloo Prasad Yadav,Normal,No,No,comedy,No,No,No,Suneil Shetty,Mahesh Manjrekar,Nitin Raikwar,150,65000000,24283000
Mere Dost Picture Abhi Baaki Hai,Normal,No,No,comedy,No,No,Yes,Suneil Shetty,Rajnish Thakur,Parvez - Subhash,50,52500000,2500000
Coffee With D,Normal,No,No,comedy,Yes,Yes,No,Sunil Grover,Vishal Mishra,Superbia,650,80000000,7200000
Money Back Guarantee,Holiday,No,No,comedy,No,No,No,Sunil Pal,Sunil Pal,Dinu,50,10000000,1375000
Fool N Final,Normal,No,No,comedy,No,No,No,Sunny Deol,Ahmed Khan,Himesh Reshammiya,850,260000000,276200000
Kaafila,Normal,No,No,action,No,No,No,Sunny Deol,Ammtoje Mann,Sukhwinder Singh,270,170000000,40465000
Apne,Normal,No,No,drama,No,No,No,Sunny Deol,Anil Sharma,Himesh Reshammiya,625,200000000,392825000
Singh Saab The Great,Holiday,No,No,action,No,No,Yes,Sunny Deol,Anil Sharma,Sonu Nigam,2000,420000000,328987500
Fox,Normal,No,No,thriller,No,No,No,Sunny Deol,Deepak Tijori,Monty Sharma,475,200000000,39200000
Big Brother,Holiday,No,No,action,No,No,No,Sunny Deol,Guddu Dhanoa,Sandesh Shandilya,290,80000000,70900000
Teesri Aankh - The Hidden Camera,Normal,No,No,thriller,No,No,Yes,Sunny Deol,Harry Baweja,Sukhshinder Shinda,400,125000000,66030000
Khuda Kasam,Normal,No,No,action,No,No,No,Sunny Deol,K.C. Bokadia,Aadesh Shrivastava,125,90000000,10400000
Right Yaa Wrong,Normal,No,No,thriller,No,No,No,Sunny Deol,Neeraj Pathak,Monty Sharma,600,220000000,35000000
I Love NY,Normal,No,No,rom__com,No,Yes,No,Sunny Deol,Radhika Rao,Pritam,500,160000000,16200000
Jo Bole So Nihaal,Normal,No,No,comedy,No,No,No,Sunny Deol,Rahul Rawail,Anand Raj Anand,400,150000000,148162500
Yamla Pagla Deewana,Holiday,No,No,comedy,No,No,No,Sunny Deol,Samir Karnik,Anu Malik,1550,290000000,887250000
Yamla Pagla Deewana 2,Normal,No,Yes,comedy,No,No,No,Sunny Deol,Sangeeth Sivan,Toshi - Sharib,2000,460000000,483500000
Poster Boys,Normal,No,No,comedy,No,Yes,Yes,Sunny Deol,Shreyas Talpade,Tanishk,1300,270000000,170881250
Ghayal Once Again,Normal,No,Yes,action,No,No,No,Sunny Deol,Sunny Deol,Shankar - Ehsaan - Loy,2300,500000000,453563750
Jo Hum Chahein,Normal,No,No,love_story,Yes,Yes,No,Sunny Gill,Pawan Gill,Sachin Gupta,300,85000000,3900000
Ragini MMS 2,Normal,No,Yes,horror,No,No,No,Sunny Leone,Bhushan Patel,Chirantan Bhatt,2300,190000000,632945000
Ek Paheli Leela,Normal,No,No,love_story,No,Yes,Yes,Sunny Leone,Bobby Khan,Uzair Jaswal,2000,230000000,255620000
Kuch Kuch Locha Hai,Holiday,No,No,comedy,No,No,No,Sunny Leone,Devang Dholakia,Amjad - Nadeem,1250,150000000,35100000
One Night Stand,Holiday,No,No,thriller,No,Yes,No,Sunny Leone,Jasmine Moses,Vivek Kar,1050,170000000,48000000
Jism 2,Holiday,No,Yes,thriller,Yes,No,Yes,Sunny Leone,Pooja Bhatt,Munish Makhija,1700,130000000,492575000
Neighbours,Holiday,No,No,horror,Yes,No,Yes,Sunny Singh,Shyam Ramsay,Deepak Shah,225,17500000,5900000
Khichdi The Movie,Holiday,Yes,No,comedy,No,Yes,No,Supriya Pathak,Aatish Kapadia,Raju Singh,400,45000000,81700000
Yahi To Pyar Hai,Holiday,No,No,drama,Yes,Yes,Yes,Suraj Dev Sahu,Suraj Dev Sahu,Navraj Baskota,8,1500000,185000
Rakht Charitra 2,Normal,No,Yes,action,Yes,No,No,Suriya,Ram Gopal Verma,Sukhwinder Singh,650,190000000,34400000
Hate Story 2,Normal,No,Yes,thriller,Yes,No,Yes,Surveen Chawla,Vishal Pandya,Arko Pravo Mukherjee,1800,150000000,310700000
Lady Dabangg Aaj Bbhi,Holiday,No,No,action,Yes,Yes,Yes,Susanna Mohan,Piyush Chakravarty,Rohit Sinha,5,3000000,450000
Hulla,Normal,No,No,comedy,No,Yes,No,Sushant Singh,Jaideep Varma,Indian Ocean,100,15000000,1550000
Idiot Box,Normal,No,No,comedy,No,Yes,No,Sushant Singh,Sunanda Mitra,Anand - Milind,20,12500000,625000
Kai Po Che,Holiday,No,No,drama,Yes,No,No,Sushant Singh Rajput,Abhishek Kapoor,Amit Trivedi,900,300000000,721620000
Detective Byomkesh Bakshy,Holiday,No,Yes,thriller,No,No,Yes,Sushant Singh Rajput,Dibakar Banerjee,Mode AKA,1200,350000000,439520000
Raabta,Normal,No,No,love_story,No,Yes,No,Sushant Singh Rajput,Dinesh Vijan,Pritam,1800,470000000,336986250
Shuddh Desi Romance,Holiday,No,No,rom__com,Yes,No,No,Sushant Singh Rajput,Maneesh Sharma,Sachin - Jigar,1050,250000000,751180000
M.S. Dhoni - The Untold Story,Holiday,No,No,drama,No,No,No,Sushant Singh Rajput,Neeraj Pandey,Amal Malik,3900,1100000000,1898272500
Munni Metric Pass,Holiday,No,No,adult,Yes,No,Yes,Sushma Sharma,Suresh Jain,Avinash Pathak,10,3500000,8600000
Chingaari,Holiday,No,No,drama,No,No,No,Sushmita Sen,Kalpana Lajmi,Aadesh Shrivastava,150,50000000,18900000
Zindaggi Rocks,Holiday,No,No,drama,No,No,No,Sushmita Sen,Tanuja Chandra,Anu Malik,200,70000000,29187500
Crazy Cukkad Family,Normal,No,No,comedy,Yes,Yes,No,Swanand Kirkire,Ritesh Menon,Siddharth - Suhas,400,50000000,4400000
Nil Battey Sannatta,Normal,No,No,drama,No,Yes,Yes,Swara Bhaskar,Ashwiny Iyer Tiwari,Rohan - Vinayak,300,75000000,58300000
Anaarkali Of Aaraah,Normal,No,No,drama,No,Yes,No,Swara Bhaskar,Avinash Das,Rohit Sharma,325,57500000,14800000
Listen... Amaya,Normal,No,No,drama,No,Yes,Yes,Swara Bhaskar,Avinash Kumar Singh,Indraneel Hariharan,35,15000000,1550000
Machhali Jal Ki Rani Hai,Normal,No,No,horror,No,Yes,Yes,Swara Bhaskar,Debaloy Dey,Amit Mishra,600,55000000,18100000
Tension Doooor,Holiday,No,No,drama,Yes,No,Yes,Swaraaj Singh,Ambrish Sangal,Aashish Dwivedi,10,7500000,135000
Yeh Dil Ramta Jogi,Normal,No,No,drama,No,No,Yes,Swaroop Kanchi,Swaroop Kanchi,Swaroop Kanchi,5,5000000,165000
Overtime,Holiday,No,No,drama,Yes,Yes,Yes,Swati Sharma,Ajay Yadav,Sahil Rayyan,20,20000000,260000
Mastaani... Lost In A Crowd Of Two,Normal,No,No,drama,Yes,Yes,No,Swati Verma,K. Ravi Raj,Anand - Milind,35,8000000,8043500
Akkad Bakkad Bambey Bo,Normal,No,No,drama,Yes,Yes,Yes,Sween Sharma,Dweep Raj Kochhar,Harish Mangoli,75,15000000,2000000
Kaalo,Holiday,No,No,horror,Yes,No,No,Swini Khara,Wilson Louis,Rahul Ranade,200,40000000,3025000
Naam Shabana,Normal,No,Yes,thriller,No,No,No,Taapsee Pannu,Shivam Nair,Rochak Kohli,2000,330000000,559900000
Bhaggmati - The Queen Of Fortunes,Holiday,No,No,drama,No,No,No,Tabu,Ashok Kaul,Vishal Bhardwaj,25,35000000,500000
Luv U Soniyo,Normal,No,No,love_story,Yes,Yes,Yes,Tanuj Virwani,Joe Rajan,Sunil Bhatia,100,57500000,1700000
Purani Jeans,Normal,No,No,drama,No,Yes,No,Tanuj Virwani,Tanushri Chattrji Bassu,Ram Sampath,625,110000000,18600000
Aadi Shakti,Holiday,No,No,drama,No,Yes,Yes,Tanushree,Dadu,Pandit Jalwa Prasad,5,5000000,140000
Apartment,Normal,No,No,thriller,No,No,No,Tanushree Datta,Jag Mundhra,Bappa Lahiri,275,55000000,16600000
Ek Aur Sahaadat,Normal,No,No,drama,Yes,Yes,Yes,Tanveer Ahmed,Raj Ahmed Khan,Pradeep Kumar Das,1,1000000,140000
Key Club,Holiday,No,No,drama,No,Yes,No,Tanveer Hashmi,Aqil A. R. Hashmi,Shivam Bagchi,1,7000000,750000
Best Partner,Holiday,No,No,adult,No,No,Yes,Tanveer Hashmi,Suresh Jain,Shivam Farhaan,5,2000000,3100000
Bhiga Badan,Normal,No,No,adult,No,No,Yes,Tanveer Hashmi,Suresh Jain,Shivam Bagchi,2,1500000,1600000
Night Lover,Normal,No,No,adult,No,No,Yes,Tanveer Hashmi,Suresh Jain,Shivam Bagchi,1,1250000,400000
Kaamwali,Holiday,No,No,adult,No,No,Yes,Tanveer Hashmi,Suresh Jain,Afsar - Sajid,1,1250000,1150000
Ricksha Waali,Normal,No,No,adult,No,No,No,Tanveer Hashmi,Suresh Jain,Shivam Bagchi,1,1500000,1325000
Doodhwali,Holiday,No,No,adult,No,No,Yes,Tanveer Hashmi,Suresh Jain,Afsar,1,1250000,2000000
Machhiwali,Holiday,No,No,adult,No,No,No,Tanveer Hashmi,Suresh Jain,Afsar - Sajid,2,1250000,1700000
Barwali,Normal,No,No,adult,No,No,No,Tanveer Hashmi,Suresh Jain,Afsar - Sajid,1,1000000,1725000
College Girl,Normal,No,No,adult,No,No,No,Tanveer Hashmi,Suresh Jain,Shivam Bagchi,5,2000000,4100000
Gumnaam,Normal,No,No,drama,No,No,No,Tanya Oberoi,Dilip Gulati,Bappi Lahiri,3,3000000,2100000
Suno Na... Ek Nanhi Aawaz,Normal,No,No,drama,No,Yes,No,Tara Sharma,Amy Thanawala,Sanjoy Chowdhary,25,10000000,270000
Hot Money,Normal,No,No,drama,No,No,No,Tarun Arora,Rakesh Sawant,Bappi - Tutal,18,8000000,2950000
Shrrameya - The Laborious,Normal,No,No,mythological,No,Yes,Yes,Tarun Khanna,D'Silva,Rajib - Mounaa,5,2000000,425000
Kaho Na Kaho,Normal,No,No,love_story,No,Yes,No,Tarun Khanna,Sanjay Niranjan,Babli Haq,20,2500000,550000
Mission 11 July,Normal,No,No,drama,No,Yes,No,Tarun Khanna,Vinod R. Thakur,Afsar - Sajid,20,15000000,175000
Murder In Mumbai,Holiday,No,No,thriller,Yes,Yes,Yes,Tejasvita Kapoor,Deep Saraswat,Rahul B. Seth,5,9000000,1250000
De De Ek Chumma De,Normal,No,No,adult,Yes,Yes,Yes,Tejaswini Sarkar,Milind Swamy,Harendra Panijar,1,1500000,325000
Yeh Faasley,Normal,No,No,drama,Yes,Yes,No,Tena Desae,Yogesh Mittal,Deepak Pandit,225,65000000,3500000
Identity Card,Holiday,No,No,drama,No,No,Yes,Tia Bajpai,Rahat Kazmi,Raja Ali,50,15000000,825000
A Flying Jatt,Holiday,No,No,masala,No,No,No,Tiger Shroff,Remo D'Souza,Sachin - Jigar,2650,550000000,493368750
Heropanti,Normal,Yes,No,action,Yes,No,Yes,Tiger Shroff,Sabbir Khan,Mustafa Zahid,2200,250000000,726075000
Baaghi,Holiday,No,No,action,No,No,No,Tiger Shroff,Sabbir Khan,Ankit Tiwari,2750,370000000,1269662500
Munna Micheal,Normal,No,No,action,No,No,Yes,Tiger Shroff,Sabbir Khan,Tanishk,2900,410000000,515300000
Karoongi Tujhe Khallaas,Holiday,No,No,action,Yes,Yes,No,Tina,J.J. Reddy,Shashi Pritam,1,1000000,12000
Ab Tumhari Bari,Normal,No,No,horror,Yes,No,Yes,Tina Gujjar,Mohan Bhakri,Anand Singh,12,2000000,1775000
Ocean Of An Old Man,Normal,No,No,drama,No,Yes,Yes,Tom Alter,Rajesh Shera,Serge Eisen,7,4000000,145000
Hansa,Holiday,No,No,drama,Yes,Yes,Yes,Trimala Adhikari,Manav Kaul,Brince Bora,15,10000000,270000
Matrubhoomi,Holiday,No,No,drama,No,Yes,No,Tulip Joshi,Manish Jha,Salim - Sulaiman,35,22500000,2675000
Showbiz,Holiday,No,No,drama,Yes,Yes,Yes,Tushar Jalota,Raju Khan,Lalit Pandit,100,42500000,5000000
Aggar,Holiday,No,No,thriller,No,No,No,Tusshar Kapoor,Anant Mahadevan,Himesh Reshammiya,260,70000000,12700000
Shor In The City,Holiday,No,No,drama,No,No,No,Tusshar Kapoor,Krishna D.K,Sachin - Jigar,500,75000000,59200000
Kya Love Story Hai,Normal,No,No,rom__com,No,Yes,No,Tusshar Kapoor,Lovely Singh,Pritam,425,72500000,48750000
Mastizaade,Normal,No,No,comedy,No,No,No,Tusshar Kapoor,Milap Zaveri,Meet Bros,1850,300000000,255960000
Dhol,Normal,Yes,No,comedy,No,No,No,Tusshar Kapoor,Priyadarshan,Pritam,650,140000000,232775000
Love U...Mr. Kalakaar!,Normal,No,No,love_story,No,Yes,No,Tusshar Kapoor,S. Manasvi,Sandesh Shandilya,325,120000000,24500000
C Kkompany,Normal,No,No,comedy,No,Yes,No,Tusshar Kapoor,Sachin Yardi,Bappa Lahiri,500,100000000,48300000
Kyaa Super Kool Hain Hum,Normal,No,Yes,comedy,No,No,No,Tusshar Kapoor,Sachin Yardi,Sachin - Jigar,1400,190000000,607725000
Hum Tum Shabana,Holiday,No,No,comedy,No,No,No,Tusshar Kapoor,Sagar Ballary,Sachin - Jigar,475,120000000,19200000
Chaar Din Ki Chandni,Normal,No,No,comedy,No,No,No,Tusshar Kapoor,Samir Karnik,Sandesh Shandilya,725,125000000,66200000
Kyaa Kool Hai Hum,Holiday,No,No,comedy,No,No,No,Tusshar Kapoor,Sangeeth Sivan,Anu Malik,250,50000000,228500000
Bajatey Raho,Normal,No,No,comedy,No,No,No,Tusshar Kapoor,Shashant Shah,Jaidev Kumar,875,150000000,84300000
Kyaa Kool Hain Hum 3,Normal,No,Yes,comedy,No,Yes,No,Tusshar Kapoor,Umesh Ghadge,Sajid - Wajid,2050,260000000,331425000
Neal N Nikki,Normal,No,No,rom__com,No,No,No,Uday Chopra,Arjun Sablok,Salim - Sulaiman,200,70000000,107950000
Diary Of A Butterfly,Normal,No,No,drama,No,No,No,Udita Goswami,Vinod Mukhi,Shibani Kashyap,200,27500000,3600000
Ek Cheez Milegi Wonderful,Normal,No,No,drama,Yes,Yes,Yes,Ujwal Chopra,Deepesh Shah,Paresh A. Shah,1,1500000,500000
Baap Jaroor Banunga,Normal,No,No,comedy,Yes,Yes,Yes,Umed Khandelwal,Jyotiish,Umed Khandelwal,1,500000,32500
Naari Ek Khilona,Holiday,No,No,drama,No,No,No,Upasna Singh,Shams Durrani,Suman - Sudeep,1,5500000,875000
Lollypop,Holiday,No,No,adult,No,No,No,Urmila,Babu,Tapan,1,1000000,775000
Banaras - A Mystic Love Story,Normal,No,No,love_story,No,No,No,Urmila Matondkar,Pankaj Parashar,Himesh Reshammiya,100,45000000,14295000
Naina,Holiday,No,No,horror,No,Yes,No,Urmila Matondkar,Shripal Morakhia,Salim - Sulaiman,175,50000000,69400000
Katto,Normal,No,No,drama,Yes,Yes,Yes,Uttar Kumar,Dinesh Chaudhary,Mukesh Verma,20,1500000,165000
Dear Vs Bear,Normal,No,No,thriller,Yes,Yes,Yes,Uttar Kumar,Sanjeev Vedwan,A.R. Saxena,30,4000000,950000
Tere Pyaarr Mein Paapad,Normal,No,No,comedy,Yes,Yes,Yes,Uunnat Duutt,Uunnat Duutt,Santosh Mehta,2,2000000,75000
Guardians Who Loved Us,Normal,No,No,love_story,Yes,Yes,No,V.P. Singh,Sachin Yadav,Omkar Rana,50,5000000,475000
Jai Narmada Maiya,Normal,No,No,mythological,Yes,Yes,Yes,Vaishali Rawat,Sanjeev Lakhan Patel,B.S. Akhilesh,1,1000000,120000
Main Tera Hero,Normal,No,No,comedy,No,No,No,Varun Dhawan,David Dhawan,Sajid - Wajid,2400,410000000,784522500
Judwaa 2,Holiday,No,Yes,masala,No,No,No,Varun Dhawan,David Dhawan,Sajid - Wajid,3500,630000000,2066477500
Student Of The Year,Holiday,No,No,rom__com,Yes,No,No,Varun Dhawan,Karan Johar,Vishal - Shekhar,1350,590000000,966690000
ABCD 2,Normal,No,Yes,drama,No,No,No,Varun Dhawan,Remo D'Souza,Sachin - Jigar,2500,650000000,1583195000
Humpty Sharma Ki Dulhania,Normal,No,No,rom__com,No,Yes,No,Varun Dhawan,Shashank Khaitan,Sachin - Jigar,1950,330000000,1107600000
Badrinath Ki Dulhania,Holiday,No,Yes,love_story,No,No,Yes,Varun Dhawan,Shashank Khaitan,Akhil Sachdeva,2800,440000000,1948152500
Badlapur,Normal,No,No,thriller,No,No,No,Varun Dhawan,Sriram Raghavan,Sachin - Jigar,1700,290000000,789020000
Eik Dasttak,Holiday,No,No,drama,Yes,Yes,No,Vasundhara Das,Shekhar S. Jha,Sanjoy Chowdhary,20,17500000,375000
Hostel,Normal,No,No,drama,Yes,No,Yes,Vatsal Sheth,Manish Gupta,Virag Mishra,60,22500000,1700000
Mumbai 125 KM,Normal,No,No,horror,No,No,No,Veena Malik,Hemant Madhukar,Mani Shankar,1000,110000000,24500000
Real Life Of Supermodel,Normal,No,No,suspense,No,Yes,Yes,Veena Malik,Navin Batra,DJ Sheizwood,500,50000000,8100000
Zindagi 50-50,Holiday,No,No,drama,No,No,Yes,Veena Malik,Rajiv S. Ruia,Vivek Kar,350,35000000,8600000
Yaaraa,Normal,No,No,adult,Yes,No,Yes,Veer,Hamid Ali,Pramod Nair,5,3500000,425000
Aamras,Normal,No,No,drama,Yes,Yes,No,Vega Tamotia,Rupali Guha,Shamir Tandon,35,17500000,650000
Zubaan,Holiday,No,No,drama,Yes,Yes,Yes,Vicky Kaushal,Mozez Singh,Ashu Pathak,350,80000000,5200000
Bow Barracks Forever,Holiday,No,No,drama,No,No,Yes,Victor Banerjee,Anjan Dutt,Neel Dutt,50,22500000,3750000
Ho Sakta Hai!,Normal,No,No,drama,Yes,Yes,No,Victor Banerjee,Wilson Louis,Rahul Ranade,25,12500000,800000
The Dirty Picture,Normal,No,No,drama,No,No,No,Vidya Balan,Milan Luthria,Vishal - Shekhar,1600,310000000,1169997500
No One Killed Jessica,Normal,No,No,thriller,No,No,No,Vidya Balan,Raj Kumar Gupta,Amit Trivedi,950,190000000,457235000
Bobby Jasoos,Normal,No,No,comedy,No,Yes,No,Vidya Balan,Samar Shaikh,Shantanu Moitra,1250,260000000,202457500
Begum Jaan,Holiday,Yes,No,drama,No,Yes,No,Vidya Balan,Srijit Mukherji,Anu Malik,1250,190000000,306190000
Kahaani,Normal,No,No,thriller,No,No,No,Vidya Balan,Sujoy Ghosh,Vishal - Shekhar,1100,200000000,917100000
Kahaani 2,Normal,No,Yes,thriller,No,No,Yes,Vidya Balan,Sujoy Ghosh, Clinton Cerejo,1250,330000000,559400000
Tumhari Sulu,Normal,No,No,drama,No,Yes,Yes,Vidya Balan,Suresh Triveni,Santanu Ghatak,1200,200000000,513900000
Commando 2,Normal,No,Yes,action,No,Yes,No,Vidyut Jammwal,Deven Bhojani,Gourav - Roshin,2200,260000000,300300000
Commando,Holiday,No,No,action,Yes,Yes,Yes,Vidyut Jammwal,Dilip Ghosh,Mannan Shaah,1500,170000000,269800000
Pyar Hawas Aur Dhokha,Normal,No,No,adult,Yes,No,No,Vijay Bhaskar,M. Irfan,Siddhant Madhav,5,3500000,625000
Mission Tigers,Normal,No,No,drama,No,Yes,Yes,Vijay Raaz,Dipu Karunakaran,Abu Murali,25,4000000,250000
Journey Bombay To Goa,Normal,No,No,comedy,No,Yes,Yes,Vijay Raaz,Raj Pendurkar,Shabbir Ahmed,150,42500000,35100000
Kya Dilli Kya Lahore,Normal,No,No,drama,No,Yes,No,Vijay Raaz,Vijay Raaz,Sandesh Shandilya,400,55000000,8900000
Don Ke Baad Kaun?,Holiday,No,No,action,Yes,Yes,Yes,Vijay Saxena,Vijay Saxena,Nutan-Pankaj,10,6500000,625000
David,Normal,No,No,drama,No,No,Yes,Vikram,Bejoy Nambiar,Mikey McCleary,575,350000000,52100000
Model - The Beauty,Holiday,No,No,drama,Yes,Yes,Yes,Vikram Aditya,Akash Dixit,Dudal Sakia,30,7000000,5300000
Mahiya - Call Of Love...,Normal,No,No,suspense,Yes,Yes,Yes,Vikram Aditya,Rajkumar R. Pandey,J. Subhash,5,10000000,725000
Hope & A Little Sugar,Holiday,No,No,drama,No,No,Yes,Vikram Chatwal,Tanuja Chandra,Wayne Sharpe,60,22500000,1875000
Old Iss Gold,Normal,No,No,comedy,Yes,Yes,Yes,Vikram Kumar,Neeraj Sahai,Agnel Roman,35,9000000,1675000
Trump Card,Normal,No,No,action,No,No,No,Vikram Singh,Arshad Khan,Lalit Sen,40,10000000,725000
Mumbai Godfather,Normal,No,No,action,Yes,No,Yes,Vikram Singh,Deepak Balraj Vij,Shri Rangaras,20,10000000,2200000
Royal Utsav,Holiday,No,No,action,No,No,No,Vikram Singh,Ravi K. Patwa,Vaishnav Deva,40,30000000,1800000
Challo Driver,Normal,No,No,comedy,Yes,Yes,Yes,Vikrant Mahajan,Vikrant Mahajan,Gaurav Dayal,50,30000000,1275000
Kool Nahi Hot Hain Hum,Holiday,No,No,comedy,No,Yes,Yes,Vinay Anand,M. Irfan,Siddharth Madhay,6,3000000,425000
Pehla Aashiq Pehla Qatil,Holiday,No,No,adult,Yes,Yes,Yes,Vinay Arora,Vinay Arora,Aziz Ali,2,1000000,175000
Kaagaz Ke Fools,Normal,No,No,comedy,No,Yes,Yes,Vinay Pathak,Anil Chaudhary,Sangeeta Pant,300,40000000,4800000
Tere Mere Phere,Holiday,No,No,comedy,No,Yes,Yes,Vinay Pathak,Deepa Sahi,Shivangi Kashyap,225,47500000,7000000
Straight,Normal,No,No,comedy,No,No,No,Vinay Pathak,Parvati Balagopalan,Sagar Desai,125,42500000,14800000
Bheja Fry,Holiday,No,No,comedy,No,Yes,No,Vinay Pathak,Sagar Ballary,Sagar Desai,120,15000000,125800000
Bheja Fry 2,Normal,No,Yes,comedy,No,No,No,Vinay Pathak,Sagar Ballary,Sneha Khanwalkar,575,95000000,124900000
Pappu Can't Dance Saala,Normal,No,No,rom__com,No,No,Yes,Vinay Pathak,Saurabh Shukla,Malhar,275,85000000,6000000
Dasvidaniya,Normal,No,No,comedy,No,Yes,Yes,Vinay Pathak,Shashant Shah,Kailash Kher,150,40000000,19700000
Chalo Dilli,Holiday,No,No,comedy,No,No,Yes,Vinay Pathak,Shashant Shah, Rohit Kulkarni,725,95000000,145132500
"Oh, My God!!",Normal,No,No,comedy,No,Yes,No,Vinay Pathak,Sourabh Shrivastava,Bappi - Tutal,150,35000000,5800000
Utt Pataang,Normal,No,No,comedy,No,Yes,No,Vinay Pathak,Srikanth Velagaleti,Shamir Tandon,225,55000000,5500000
Speedy Singhs,Normal,No,No,drama,Yes,Yes,Yes,Vinay Virmani,Robert Lieberman,Rishi Rich,450,350000000,34400000
Broken Horses,Normal,No,No,thriller,Yes,No,Yes,Vincent D'Onofrio,Vidhu Vinod Chopra,John Debney,175,600000000,10130000
Queens! Destiny Of Dance,Holiday,No,No,drama,Yes,Yes,Yes,Vineeth,David Atkins,Anurag Ware,40,20000000,800000
Filmi Duniya,Normal,No,No,drama,Yes,Yes,No,Vinit Bhardwaj,Narendra Kumar Sharma,N.K. Nandan,5,5000000,425000
Koyelaanchal,Holiday,No,No,action,No,No,Yes,Vinod Khanna,Ashu Trikha,Sushant - Shankar,900,140000000,22900000
Fast Forward,Holiday,No,No,drama,No,Yes,Yes,Vinod Khanna,Zaigham Ali Sayed,Akbar Sami,40,25000000,525000
Gopa - The Freedom Fighter,Holiday,No,No,drama,Yes,Yes,Yes,Vinod Painter,Vinod Painter,Kapil Jangir,1,2500000,400000
Gafla,Holiday,No,No,drama,No,Yes,Yes,Vinod Sherawat,Sameer Hanchate,Kartik Shah,25,12500000,1600000
Tum Hi To Ho,Normal,No,No,thriller,Yes,Yes,No,Vippino,Sanjay Goel,Anand - Milind,35,10000000,550000
Amit Sahni Ki List,Normal,No,No,rom__com,No,Yes,No,Vir Das,Ajay Bhuyan,Raghu Dixit,450,70000000,7600000
Gollu Aur Pappu,Holiday,No,No,comedy,No,No,No,Vir Das,Kabir Sadanand,Shamir Tandon,15,35000000,65000
Mumbai Salsa,Holiday,No,No,drama,Yes,Yes,No,Vir Das,Manoj Tyagi,Adnan Sami,70,3500000,7900000
Sooper Se Ooper,Normal,No,No,comedy,No,Yes,No,Vir Das,Shekhar Ghosh,Bikram Ghosh,100,20000000,1200000
Bacche Mann Ke Sacche,Holiday,No,No,drama,Yes,Yes,Yes,Vishaw Kashyap,Jayesh Gupta,Rahul Gupta,5,2000000,235000
Shootout At Lokhandwala,Normal,No,No,action,No,No,Yes,Vivek Oberoi,Apoorva Lakhia,Strings,800,180000000,460430000
Mission Istaanbul,Normal,No,No,thriller,No,No,No,Vivek Oberoi,Apoorva Lakhia,Anu Malik,700,210000000,93425000
Pyare Mohan,Holiday,No,No,comedy,No,No,No,Vivek Oberoi,Indra Kumar,Anu Malik,400,130000000,186100000
Prince,Normal,No,No,thriller,No,Yes,No,Vivek Oberoi,Kookie V. Gulati,Sachin Gupta,1200,370000000,289425000
Rakht Charitra,Holiday,No,No,action,No,No,Yes,Vivek Oberoi,Ram Gopal Verma,Dharam - Sandeep,775,190000000,112700000
Naksha,Normal,No,No,action,No,Yes,No,Vivek Oberoi,Sachin Bajaj,Pritam,425,220000000,99250000
Kismet Love Paisa Dilli,Normal,No,No,rom__com,No,No,No,Vivek Oberoi,Sanjay Khanduri,Amjad - Nadeem,825,160000000,32700000
Kisna,Holiday,No,No,love_story,No,No,No,Vivek Oberoi,Subhash Ghai,Ismail Darbar,400,230000000,162950000
Home Delivery,Normal,No,No,rom__com,No,No,No,Vivek Oberoi,Sujoy Ghosh,Vishal - Shekhar,100,40000000,26450000
Jayantabhai Ki Love Story,Holiday,No,No,rom__com,No,Yes,No,Vivek Oberoi,Vinnil Markan,Sachin - Jigar,700,145000000,39225000
Impatient Vivek,Normal,No,No,rom__com,Yes,No,Yes,Vivek Sudarshan,Rahat Kazmi,Neeraj Shrivastava,125,22500000,1675000
